Gene,Annotation,Presence_pattern,Functional_category,M5_locus,M6_locus,M8_locus,I6_locus,In_novel_region
group_692,Phage portal protein,core,phage,NKFIDM_05636,KMIGAE_05636,ILIHOP_05636,cds-WP_240751948.1,no
group_691,Drug resistance MFS transporter drug:H+ antiporter-2 family protein,core,drug_efflux,NKFIDM_03695,KMIGAE_03695,ILIHOP_03695,cds-WP_124332746.1,no
group_689,Gp5/Type VI secretion system Vgr protein OB-fold domain-containing protein,core,other,NKFIDM_03526,KMIGAE_03526,ILIHOP_03526,cds-WP_124331994.1,no
group_688,histidine kinase,core,metabolism_enzyme,NKFIDM_02412,KMIGAE_02412,ILIHOP_02412,cds-WP_036623966.1,no
group_687,Calcineurin-like phosphoesterase family protein,core,metabolism_enzyme,NKFIDM_02157,KMIGAE_02157,ILIHOP_02157,cds-WP_227872658.1,no
group_686,nitrate reductase subunit beta,core,metabolism_enzyme,NKFIDM_01860,KMIGAE_01860,ILIHOP_01860,cds-WP_036624798.1,no
group_685,Copper amine oxidase N-terminal domain-containing protein,core,other,NKFIDM_01706,KMIGAE_01706,ILIHOP_01706,cds-WP_240752488.1,no
group_684,Copper amine oxidase,core,other,NKFIDM_00957,KMIGAE_00957,ILIHOP_00957,cds-WP_227872938.1,no
group_682,Efflux transporter RND family MFP subunit,core,drug_efflux,NKFIDM_05800,KMIGAE_05800,ILIHOP_05800,cds-WP_240752102.1,no
group_681,AAA domain family protein,core,other,NKFIDM_03946,KMIGAE_03946,ILIHOP_03946,cds-WP_036622023.1,no
group_680,histidine kinase,core,metabolism_enzyme,NKFIDM_03148,KMIGAE_03148,ILIHOP_03148,cds-WP_155620140.1,no
group_679,Bacterial extracellular solute-binding family protein,core,other,NKFIDM_02286,KMIGAE_02286,ILIHOP_02286,cds-WP_036624061.1,no
group_678,HAMP domain protein,core,other,NKFIDM_00858,KMIGAE_00858,ILIHOP_00858,cds-WP_240752362.1,no
cls,cardiolipin synthase,core,metabolism_enzyme,NKFIDM_06121,KMIGAE_06121,ILIHOP_06121,cds-WP_036619181.1,no
group_677,acetaldehyde dehydrogenase (acetylating),core,metabolism_enzyme,NKFIDM_05332,KMIGAE_05332,ILIHOP_05332,cds-WP_051985282.1,no
group_676,malate:quinone oxidoreductase,core,metabolism_enzyme,NKFIDM_02656,KMIGAE_02656,ILIHOP_02656,cds-WP_082207827.1,no
group_675,DUF4179 domain-containing protein,core,hypothetical_DUF,NKFIDM_01968,KMIGAE_01968,ILIHOP_01968,cds-WP_036624448.1,no
group_674,Beta-lactamase family protein,core,other,NKFIDM_00489,KMIGAE_00489,ILIHOP_00489,cds-WP_036626740.1,no
lysS,lysine--tRNA ligase,core,ribosomal_translation,NKFIDM_00103,KMIGAE_00103,ILIHOP_00103,cds-WP_036618058.1,no
group_673,Exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase,core,metabolism_enzyme,NKFIDM_05809,KMIGAE_05809,ILIHOP_05809,cds-WP_051985236.1,no
group_671,DHA2 family efflux MFS transporter permease subunit,core,drug_efflux,NKFIDM_03885,KMIGAE_03885,ILIHOP_03885,cds-WP_051985394.1,no
group_670,Ribose/galactose/methyl galactoside import ATP-binding protein,core,other,NKFIDM_02788,KMIGAE_02788,ILIHOP_02788,cds-WP_036623730.1,no
group_669,xylose ABC transporter ATP-binding protein,core,transport,NKFIDM_01358,KMIGAE_01358,ILIHOP_01358,cds-WP_124331841.1,no
atpA,F0F1 ATP synthase subunit alpha,core,metabolism_enzyme,NKFIDM_05987,KMIGAE_05987,ILIHOP_05987,cds-WP_036619232.1,no
group_668,Bacterial extracellular solute-binding family protein,core,other,NKFIDM_04293,KMIGAE_04293,ILIHOP_04293,cds-WP_330164884.1,no
group_667,Protein-glutamate methylesterase/protein-glutamine glutaminase,core,metabolism_enzyme,NKFIDM_03769,KMIGAE_03769,ILIHOP_03769,cds-WP_213509519.1,no
group_666,Sugar ABC transporter substrate-binding protein,core,transport,NKFIDM_03048,KMIGAE_03048,ILIHOP_03048,cds-WP_240751725.1,no
group_665,Extracellular solute-binding protein,core,other,NKFIDM_02416,KMIGAE_02416,ILIHOP_02416,cds-WP_124331495.1,no
group_664,Bacterial PH domain protein,core,other,NKFIDM_01348,KMIGAE_01348,ILIHOP_01348,cds-WP_155620005.1,no
group_662,Metal-dependent carboxypeptidase,core,metabolism_enzyme,NKFIDM_03072,KMIGAE_03072,ILIHOP_03072,cds-WP_213510339.1,no
group_661,GerA spore germination family protein,core,sporulation,NKFIDM_01477,KMIGAE_01477,ILIHOP_01477,cds-WP_051985665.1,no
group_660,DUF4127 domain-containing protein,core,hypothetical_DUF,NKFIDM_05754,KMIGAE_05754,ILIHOP_05754,cds-WP_036619508.1,no
group_659,Protein kinase,core,metabolism_enzyme,NKFIDM_03105,KMIGAE_03105,ILIHOP_03105,cds-WP_240752600.1,no
group_658,Gp5/Type VI secretion system Vgr protein OB-fold domain-containing protein,core,other,NKFIDM_02552,KMIGAE_02552,ILIHOP_02552,cds-WP_240751629.1,no
group_656,stalk domain-containing protein,core,other,NKFIDM_05958,KMIGAE_05958,ILIHOP_05958,cds-WP_240752148.1,no
group_655,RNA helicase,core,other,NKFIDM_05143,KMIGAE_05143,ILIHOP_05143,cds-WP_124333094.1,no
group_654,Extracellular solute-binding protein,core,other,NKFIDM_04789,KMIGAE_04789,ILIHOP_04789,cds-WP_124332565.1,no
group_653,Xylulokinase,core,metabolism_enzyme,NKFIDM_01260,KMIGAE_01260,ILIHOP_01260,cds-WP_036625703.1,no
group_652,Gp5/Type VI secretion system Vgr protein OB-fold domain-containing protein,core,other,NKFIDM_05408,KMIGAE_05408,ILIHOP_05409,cds-WP_124333200.1,no
group_651,ribosomal protection-like ABC-F family protein,core,other,NKFIDM_02369,KMIGAE_02369,ILIHOP_02369,cds-WP_240751570.1,no
group_650,Spore germination protein KA,core,sporulation,NKFIDM_02422,KMIGAE_02422,ILIHOP_02422,cds-WP_036623959.1,no
group_649,glucose-6-phosphate dehydrogenase,core,metabolism_enzyme,NKFIDM_01721,KMIGAE_01721,ILIHOP_01721,cds-WP_213510481.1,no
group_648,Sugar (And other) transporter family protein,core,transport,NKFIDM_01014,KMIGAE_01014,ILIHOP_01014,cds-WP_240752391.1,no
group_647,Drug resistance MFS transporter drug:H+ antiporter-2 family protein,core,drug_efflux,NKFIDM_00914,KMIGAE_00914,ILIHOP_00914,cds-WP_371861034.1,no
mmsA,multiple monosaccharide ABC transporter ATP-binding protein,core,transport,NKFIDM_00551,KMIGAE_00551,ILIHOP_00551,cds-WP_155620762.1,no
blaR1,BlaR1 peptidase M56 family protein,core,metabolism_enzyme,NKFIDM_02991,KMIGAE_02991,ILIHOP_02991,cds-WP_170179994.1,no
garD,galactarate dehydratase,core,other,NKFIDM_02840,KMIGAE_02840,ILIHOP_02840,cds-WP_036623672.1,no
nifK,nitrogenase molybdenum-iron protein subunit beta,core,other,NKFIDM_02754,KMIGAE_02754,ILIHOP_02754,cds-WP_124332913.1,no
group_646,YcdB/YcdC repeated domain-containing protein,core,other,NKFIDM_02704,KMIGAE_02704,ILIHOP_02704,cds-WP_155620426.1,no
group_645,class I SAM-dependent methyltransferase,core,metabolism_enzyme,NKFIDM_02496,KMIGAE_02496,ILIHOP_02496,cds-WP_240751610.1,no
group_644,Bacterial extracellular solute-binding family protein,core,other,NKFIDM_02234,KMIGAE_02234,ILIHOP_02234,cds-WP_036624099.1,no
group_643,Polysaccharide deacetylase family protein,core,other,NKFIDM_00973,KMIGAE_00973,ILIHOP_00973,cds-WP_227872937.1,no
group_642,glycoside hydrolase family 43 protein,core,metabolism_enzyme,NKFIDM_01468,KMIGAE_01468,ILIHOP_01468,cds-WP_082208096.1,no
group_641,Helix-turn-helix domain protein,core,other,NKFIDM_00558,KMIGAE_00558,ILIHOP_00558,cds-WP_155620732.1,no
group_640,DUF5123 domain-containing protein,core,hypothetical_DUF,NKFIDM_06393,KMIGAE_06393,ILIHOP_06393,cds-WP_036618771.1,no
group_639,Aminotransferase class-V family protein,core,metabolism_enzyme,NKFIDM_06341,KMIGAE_06341,ILIHOP_06341,cds-WP_155619278.1,no
group_638,DHA2 family efflux MFS transporter permease subunit,core,drug_efflux,NKFIDM_05801,KMIGAE_05801,ILIHOP_05801,cds-WP_036619452.1,no
dnaB,Helicase DnaB,core,other,NKFIDM_05251,KMIGAE_05251,ILIHOP_05251,cds-WP_213510948.1,no
group_637,Extracellular solute-binding protein,core,other,NKFIDM_05211,KMIGAE_05211,ILIHOP_05211,cds-WP_036620183.1,no
group_636,Sulfatase-like hydrolase/transferase,core,metabolism_enzyme,NKFIDM_02443,KMIGAE_02443,ILIHOP_02443,cds-WP_036623943.1,no
group_635,ABC transporter family protein,core,transport,NKFIDM_01763,KMIGAE_01763,ILIHOP_01763,cds-WP_036624931.1,no
guaA,glutamine-hydrolyzing GMP synthase,core,metabolism_enzyme,NKFIDM_00977,KMIGAE_00977,ILIHOP_00977,cds-WP_036626113.1,no
group_634,Helix-turn-helix domain protein,core,other,NKFIDM_06244,KMIGAE_06244,ILIHOP_06244,cds-WP_036619037.1,no
rny,ribonuclease Y,core,other,NKFIDM_03713,KMIGAE_03713,ILIHOP_03713,cds-WP_036622391.1,no
group_633,uroporphyrinogen-III C-methyltransferase,core,metabolism_enzyme,NKFIDM_05042,KMIGAE_05042,ILIHOP_05042,cds-WP_124333118.1,no
group_632,Ppx/GppA phosphatase family protein,core,metabolism_enzyme,NKFIDM_04822,KMIGAE_04822,ILIHOP_04822,cds-WP_240752004.1,no
group_631,PucR family transcriptional regulator,core,regulatory,NKFIDM_03810,KMIGAE_03810,ILIHOP_03810,cds-WP_036622222.1,no
narH,nitrate reductase subunit beta,core,metabolism_enzyme,NKFIDM_03425,KMIGAE_03425,ILIHOP_03425,cds-WP_036622764.1,no
group_630,2-isopropylmalate synthase,core,metabolism_enzyme,NKFIDM_03202,KMIGAE_03202,ILIHOP_03202,cds-WP_155620111.1,no
group_629,Bacterial extracellular solute-binding family protein,core,other,NKFIDM_02460,KMIGAE_02460,ILIHOP_02460,cds-WP_240751592.1,no
group_628,Response regulator,core,other,NKFIDM_00799,KMIGAE_00799,ILIHOP_00799,cds-WP_036626398.1,no
group_627,Helix-turn-helix domain protein,core,other,NKFIDM_00584,KMIGAE_00584,ILIHOP_00584,cds-WP_155620980.1,no
gntK,gluconokinase,core,metabolism_enzyme,NKFIDM_06696,KMIGAE_06696,ILIHOP_06696,cds-WP_036618213.1,no
rfbH,lipopolysaccharide biosynthesis protein RfbH,core,cell_envelope_motility,NKFIDM_05904,KMIGAE_05904,ILIHOP_05904,cds-WP_213509734.1,no
group_625,Helix-turn-helix domain protein,core,other,NKFIDM_04580,KMIGAE_04580,ILIHOP_04580,cds-WP_124332513.1,no
cwlV,CwlV,core,other,NKFIDM_02744,KMIGAE_02744,ILIHOP_02744,cds-WP_124332908.1,no
group_624,Multiple sugar transport system substrate-binding protein,core,other,NKFIDM_02464,KMIGAE_02464,ILIHOP_02464,cds-WP_240751594.1,no
group_623,RNA methyltransferase,core,metabolism_enzyme,NKFIDM_02155,KMIGAE_02155,ILIHOP_02155,cds-WP_240752588.1,no
group_622,GerA spore germination family protein,core,sporulation,NKFIDM_01094,KMIGAE_01094,ILIHOP_01094,cds-WP_124331918.1,no
purH,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,core,metabolism_enzyme,NKFIDM_01079,KMIGAE_01079,ILIHOP_01079,cds-WP_240752420.1,no
gpmI,23-bisphosphoglycerate-independent phosphoglycerate mutase,core,metabolism_enzyme,NKFIDM_00256,KMIGAE_00256,ILIHOP_00256,cds-WP_036627075.1,no
miaB,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,core,ribosomal_translation,NKFIDM_03702,KMIGAE_03702,ILIHOP_03702,cds-WP_036622412.1,no
group_621,Sulfatase-like hydrolase/transferase,core,metabolism_enzyme,NKFIDM_02418,KMIGAE_02418,ILIHOP_02418,cds-WP_240751583.1,no
citF,citrate lyase subunit alpha,core,metabolism_enzyme,NKFIDM_02248,KMIGAE_02248,ILIHOP_02248,cds-WP_213510030.1,no
group_620,histidine kinase,core,metabolism_enzyme,NKFIDM_05235,KMIGAE_05235,ILIHOP_05235,cds-WP_036620149.1,no
group_618,Helix-turn-helix domain protein,core,other,NKFIDM_04482,KMIGAE_04482,ILIHOP_04482,cds-WP_124332488.1,no
group_617,Glycoside hydrolase family 32 protein,core,metabolism_enzyme,NKFIDM_02889,KMIGAE_02889,ILIHOP_02889,cds-WP_036623582.1,no
group_615,Transporter betaine/carnitine/choline transporter family protein,core,phage,NKFIDM_06455,KMIGAE_06455,ILIHOP_06455,cds-WP_240752219.1,no
group_614,PTS system glucose-like IIB component domain protein,core,other,NKFIDM_05863,KMIGAE_05863,ILIHOP_05863,cds-WP_240752125.1,no
zwf,glucose-6-phosphate dehydrogenase,core,metabolism_enzyme,NKFIDM_05460,KMIGAE_05460,ILIHOP_05460,cds-WP_213510577.1,no
group_613,Glycosyl transferases group 1 family protein,core,metabolism_enzyme,NKFIDM_05099,KMIGAE_05099,ILIHOP_05099,cds-WP_051985309.1,no
group_611,ribosomal protection-like ABC-F family protein,core,other,NKFIDM_03444,KMIGAE_03444,ILIHOP_03444,cds-WP_124332022.1,no
group_609,histidine kinase,core,metabolism_enzyme,NKFIDM_05584,KMIGAE_05584,ILIHOP_05584,cds-WP_124333447.1,no
group_608,Extracellular solute-binding protein,core,other,NKFIDM_03491,KMIGAE_03491,ILIHOP_03491,cds-WP_036622660.1,no
group_607,flavocytochrome c,core,other,NKFIDM_01284,KMIGAE_01284,ILIHOP_01284,cds-WP_036625667.1,no
trpE,anthranilate synthase component I,core,metabolism_enzyme,NKFIDM_03994,KMIGAE_03994,ILIHOP_03994,cds-WP_240751846.1,no
cshA,DEAD-box ATP-dependent RNA helicase CshA,core,other,NKFIDM_02124,KMIGAE_02124,ILIHOP_02124,cds-WP_240751506.1,no
group_606,Response regulator,core,other,NKFIDM_00485,KMIGAE_00485,ILIHOP_00485,cds-WP_036626760.1,no
group_604,response regulator,core,other,NKFIDM_03051,KMIGAE_03051,ILIHOP_03051,cds-WP_155620632.1,no
group_603,FAD-dependent oxidoreductase,core,metabolism_enzyme,NKFIDM_06150,KMIGAE_06150,ILIHOP_06150,cds-WP_155619342.1,no
group_602,Rhamnulokinase,core,metabolism_enzyme,NKFIDM_04607,KMIGAE_04607,ILIHOP_04607,cds-WP_051985839.1,no
group_601,Helix-turn-helix domain protein,core,other,NKFIDM_03513,KMIGAE_03513,ILIHOP_03513,cds-WP_240751814.1,no
group_600,PTS glucose transporter subunit IIB,core,transport,NKFIDM_02400,KMIGAE_02400,ILIHOP_02400,cds-WP_036623971.1,no
group_599,Helix-turn-helix domain protein,core,other,NKFIDM_00760,KMIGAE_00760,ILIHOP_00760,cds-WP_240752355.1,no
group_598,polysaccharide deacetylase family protein,core,other,NKFIDM_00614,KMIGAE_00614,ILIHOP_00614,cds-WP_051985748.1,no
group_597,M23 family metallopeptidase,core,metabolism_enzyme,NKFIDM_06650,KMIGAE_06650,ILIHOP_06650,cds-WP_240752246.1,no
group_596,Helix-turn-helix domain protein,core,other,NKFIDM_06242,KMIGAE_06242,ILIHOP_06242,cds-WP_213509682.1,no
flgK,flagellar hook-associated protein FlgK,core,cell_envelope_motility,NKFIDM_05944,KMIGAE_05944,ILIHOP_05944,cds-WP_036619296.1,no
group_595,Bacterial extracellular solute-binding family protein,core,other,NKFIDM_02447,KMIGAE_02447,ILIHOP_02447,cds-WP_155619899.1,no
group_594,Helix-turn-helix domain protein,core,other,NKFIDM_01356,KMIGAE_01356,ILIHOP_01356,cds-WP_036625584.1,no
group_592,SPFH domain / Band 7 family protein,core,other,NKFIDM_04828,KMIGAE_04828,ILIHOP_04828,cds-WP_155621121.1,no
group_591,Helix-turn-helix domain protein,core,other,NKFIDM_03906,KMIGAE_03906,ILIHOP_03906,cds-WP_124332686.1,no
group_588,Glycosyl transferases group 1 family protein,core,metabolism_enzyme,NKFIDM_05116,KMIGAE_05116,ILIHOP_05116,cds-WP_155619640.1,no
group_587,Galactose-1-phosphate uridylyltransferase,core,metabolism_enzyme,NKFIDM_04831,KMIGAE_04831,ILIHOP_04831,cds-WP_240752009.1,no
group_586,Bacterial alpha-L-rhamnosidase,core,other,NKFIDM_03390,KMIGAE_03390,ILIHOP_03390,cds-WP_051985426.1,no
group_585,Fumarate hydratase class I,core,other,NKFIDM_02018,KMIGAE_02018,ILIHOP_02018,cds-WP_036624376.1,no
group_584,Bacterial extracellular solute-binding s 5 Middle family protein,core,other,NKFIDM_01415,KMIGAE_01415,ILIHOP_01415,cds-WP_155619984.1,no
group_583,MFS transporter,core,transport,NKFIDM_02640,KMIGAE_02640,ILIHOP_02640,cds-WP_227877114.1,no
group_581,FAD dependent oxidoreductase family protein,core,metabolism_enzyme,NKFIDM_05752,KMIGAE_05752,ILIHOP_05752,cds-WP_124333530.1,no
prfC,peptide chain release factor 3,core,other,NKFIDM_05459,KMIGAE_05459,ILIHOP_05459,cds-WP_036619796.1,no
spoVB,stage V sporulation protein B,core,sporulation,NKFIDM_04882,KMIGAE_04882,ILIHOP_04882,cds-WP_155621439.1,no
group_578,Helix-turn-helix domain protein,core,other,NKFIDM_00745,KMIGAE_00745,ILIHOP_00745,cds-WP_036626444.1,no
group_575,extracellular solute-binding protein,core,other,NKFIDM_06260,KMIGAE_06260,ILIHOP_06260,cds-WP_240752184.1,no
group_574,GH3 auxin-responsive promoter family protein,core,other,NKFIDM_06673,KMIGAE_06673,ILIHOP_06673,cds-WP_036618245.1,no
group_573,chitinase,core,other,NKFIDM_03259,KMIGAE_03259,ILIHOP_03259,cds-WP_155620046.1,no
group_572,HAMP domain-containing protein,core,other,NKFIDM_02994,KMIGAE_02994,ILIHOP_02994,cds-WP_155620612.1,no
group_571,Spore germination protein,core,sporulation,NKFIDM_06372,KMIGAE_06372,ILIHOP_06372,cds-WP_155619273.1,no
serA,phosphoglycerate dehydrogenase,core,metabolism_enzyme,NKFIDM_04039,KMIGAE_04039,ILIHOP_04039,cds-WP_036621892.1,no
group_570,Sigma-54 interaction domain protein,core,other,NKFIDM_03815,KMIGAE_03815,ILIHOP_03815,cds-WP_036622215.1,no
fliF,flagellar basal-body MS-ring/collar protein FliF,core,cell_envelope_motility,NKFIDM_03792,KMIGAE_03792,ILIHOP_03792,cds-WP_213509525.1,no
group_569,VirD4-like conjugal transfer protein CD1115 family,core,conjugation_ICE,NKFIDM_02580,KMIGAE_02580,ILIHOP_02580,cds-WP_240751644.1,no
group_568,GerA spore germination family protein,core,sporulation,NKFIDM_02329,KMIGAE_02329,ILIHOP_02329,cds-WP_036624025.1,no
group_567,GerA spore germination family protein,core,sporulation,NKFIDM_02813,KMIGAE_02813,ILIHOP_02813,cds-WP_036623705.1,no
group_566,ABC transporter substrate-binding protein,core,transport,NKFIDM_02058,KMIGAE_02058,ILIHOP_02058,cds-WP_155621060.1,no
group_565,Amidohydrolase family protein,core,metabolism_enzyme,NKFIDM_01366,KMIGAE_01366,ILIHOP_01366,cds-WP_124331838.1,no
group_562,Glycoside hydrolase,core,metabolism_enzyme,NKFIDM_04298,KMIGAE_04298,ILIHOP_04298,cds-WP_124333004.1,no
group_561,histidine kinase,core,metabolism_enzyme,NKFIDM_02683,KMIGAE_02683,ILIHOP_02683,cds-WP_240751667.1,no
group_560,Bacterial extracellular solute-binding s 5 Middle family protein,core,other,NKFIDM_02224,KMIGAE_02224,ILIHOP_02224,cds-WP_240751523.1,no
group_559,PTS maltose transporter subunit IICB,core,transport,NKFIDM_00299,KMIGAE_00299,ILIHOP_00299,cds-WP_155619697.1,no
pyrG,CTP synthase,core,metabolism_enzyme,NKFIDM_00141,KMIGAE_00141,ILIHOP_00141,cds-WP_036618008.1,no
group_558,Sugar (And other) transporter family protein,core,transport,NKFIDM_04799,KMIGAE_04799,ILIHOP_04799,cds-WP_240751995.1,no
group_557,ABC transporter substrate-binding protein,core,transport,NKFIDM_03807,KMIGAE_03807,ILIHOP_03807,cds-WP_174719611.1,no
group_556,Helix-turn-helix domain protein,core,other,NKFIDM_02260,KMIGAE_02260,ILIHOP_02260,cds-WP_240751551.1,no
group_555,DUF3502 domain-containing protein,core,hypothetical_DUF,NKFIDM_03384,KMIGAE_03384,ILIHOP_03384,cds-WP_124332041.1,no
group_554,Glycosyl transferase 2 family protein,core,metabolism_enzyme,NKFIDM_02497,KMIGAE_02497,ILIHOP_02497,cds-WP_240751611.1,no
group_553,Helix-turn-helix domain protein,core,other,NKFIDM_01005,KMIGAE_01005,ILIHOP_01005,cds-WP_227872970.1,no
group_552,Dienelactone hydrolase family protein,core,metabolism_enzyme,NKFIDM_00946,KMIGAE_00946,ILIHOP_00946,cds-WP_036626185.1,no
group_551,ABC transporter ATP-binding protein,core,transport,NKFIDM_00912,KMIGAE_00912,ILIHOP_00912,cds-WP_240752370.1,no
group_550,Bacterial extracellular solute-binding family protein,core,other,NKFIDM_05298,KMIGAE_05298,ILIHOP_05298,cds-WP_124333147.1,no
group_549,Bacterial extracellular solute-binding family protein,core,other,NKFIDM_04666,KMIGAE_04666,ILIHOP_04666,cds-WP_036620894.1,no
group_548,GerA spore germination family protein,core,sporulation,NKFIDM_00517,KMIGAE_00517,ILIHOP_00517,cds-WP_036626689.1,no
nadB,L-aspartate oxidase,core,other,NKFIDM_00089,KMIGAE_00089,ILIHOP_00089,cds-WP_036618085.1,no
group_547,Extracellular solute-binding protein,core,other,NKFIDM_05179,KMIGAE_05179,ILIHOP_05179,cds-WP_124333084.1,no
group_546,Helix-turn-helix domain protein,core,other,NKFIDM_04153,KMIGAE_04153,ILIHOP_04153,cds-WP_036621687.1,no
group_545,Helix-turn-helix domain protein,core,other,NKFIDM_03463,KMIGAE_03463,ILIHOP_03463,cds-WP_036622701.1,no
cimA,citramalate synthase,core,metabolism_enzyme,NKFIDM_02139,KMIGAE_02139,ILIHOP_02139,cds-WP_036624250.1,no
group_544,Bacterial extracellular solute-binding s 5 Middle family protein,core,other,NKFIDM_01574,KMIGAE_01574,ILIHOP_01574,cds-WP_240752471.1,no
group_543,Alpha-glucan family phosphorylase,core,other,NKFIDM_01361,KMIGAE_01361,ILIHOP_01361,cds-WP_036625580.1,no
group_542,Diguanylate cyclase domain protein,core,other,NKFIDM_00830,KMIGAE_00830,ILIHOP_00830,cds-WP_124333584.1,no
group_541,Extracellular solute-binding protein,core,other,NKFIDM_00403,KMIGAE_00403,ILIHOP_00403,cds-WP_124333427.1,no
group_540,Xylan beta-14-xylosidase,core,other,NKFIDM_05208,KMIGAE_05208,ILIHOP_05208,cds-WP_124333069.1,no
group_539,Helix-turn-helix domain protein,core,other,NKFIDM_02930,KMIGAE_02930,ILIHOP_02930,cds-WP_155621001.1,no
group_538,Thiamine pyrophosphate enzyme central domain protein,core,other,NKFIDM_04561,KMIGAE_04561,ILIHOP_04561,cds-WP_155621380.1,no
rsmB,16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB,core,ribosomal_translation,NKFIDM_04211,KMIGAE_04211,ILIHOP_04211,cds-WP_155619830.1,no
group_537,Bacterial extracellular solute-binding family protein,core,other,NKFIDM_02888,KMIGAE_02888,ILIHOP_02888,cds-WP_240751693.1,no
groL,chaperonin GroEL,core,other,NKFIDM_01567,KMIGAE_01567,ILIHOP_01567,cds-WP_036625237.1,no
group_536,Alkaline phosphatase family protein,core,metabolism_enzyme,NKFIDM_00594,KMIGAE_00594,ILIHOP_00594,cds-WP_124332823.1,no
group_535,Extracellular solute-binding protein,core,other,NKFIDM_06532,KMIGAE_06532,ILIHOP_06532,cds-WP_240752235.1,no
group_534,Oligosaccharide flippase family protein,core,other,NKFIDM_05291,KMIGAE_05291,ILIHOP_05291,cds-WP_036620047.1,no
group_533,Helix-turn-helix domain protein,core,other,NKFIDM_05184,KMIGAE_05184,ILIHOP_05184,cds-WP_036620219.1,no
group_532,Type I phosphodiesterase / nucleotide pyrophosphatase family protein,core,metabolism_enzyme,NKFIDM_03130,KMIGAE_03130,ILIHOP_03130,cds-WP_155620148.1,no
